"name","mz","rt","QC11","QC12","QC22","QC23","QC24","QC25","QC26","QC27","QC28","QC29","QC30","QC31","QC13","QC32","QC33","QC34","QC35","QC14","QC15","QC16","QC17","QC18","QC19","QC20","QC21","EC4349","EC7415","ECFD103","EC3972","EC6120","EC6561","EC7522","EC7401","EC34A1771","EC6594","EC53A2215","EC47A2046","EC6557","EC6517","EC7221","EC7560","EC4365","EC4182","ECA1469","EC4455","EC17A1458","EC4641","EC6364","EC7460","EC6891","ECA1467","EC4121","EC6A1215","EC24A1581","EC6349","EC7447","EC4177","ECFB131","EC26A1605","EC6401","EC7586","EC6591","EC30A1671","ECA558","EC4370","EC4654","EC4374","EC4565","EC563","EC6602","EC3751","ECFB60","EC7631","EC6513","EC4638","EC8365","EC4149","EC4536","EC4293","ECFB123_1","EC6132","EC7403","EC4302","EC4385","EC6291","EC6548","EC6461","EC6742","EC6400","EC7597","EC6748","EC6101","ECFB123_2","EC6305","EC4106","EC4265","EC4136","EC4206","EC7372","EC6208","EC4291","EC6752","EC4482","EC6893","EC7360","EC7590","EC4781","EC7234","EC7458","EC7438","EC6200_1","EC6399","EC6459","EC55A2248","EC6902","EC6326","EC4173","ECFA125","EC8363","ECFC120","EC4179","EC6225","EC8289","EC4493","EC7446","EC6290","EC4382","EC6112","EC7577","EC4160","EC7160","EC3670","ECFA123","EC6299","EC8056_1","ECFB129","EC7536","ECFC18","EC6746","EC7237","EC6894","EC6659","EC3768","EC4286","EC8457","EC4054","EC4193","EC567","EC4483","EC7371","EC4171","EC6614","EC6358","EC4052","EC6731","EC4771","EC6519","EC5A1395","ECA1356","EC6109","EC4086","ECFB47","EC4600","EC4272","EC7527","EC4338","EC47A2049","EC4604","EC4602","EC6559","EC6304","EC4201","EC4135","EC4105","EC6501","EC4532","EC4235","EC7542","EC3703","EC8367","EC6356","EC3688","EC7603","EC6562","EC6402","EC32A1737","EC7244","EC7528","EC6634","EC8065","EC3938","EC3687","EC4224","EC4348","EC7154","EC4619","EC25A1596","EC6345","EC7549","EC4220","EC6103","EC4268","EC6808","ECA1318","EC3944","EC3677","EC25A1594","EC6108","EC7233","EC6202","EC4270","EC3826","EC7599","EC6408","EC7426","EC6A1200","ECFB147"
"M543T240_2",543.0048804,239.762,714948.4064,731211.9461,490382.4669,508769.5355,514269.4788,626730.7362,621854.2017,534432.8816,592262.8645,602356.1557,558286.1627,565048.3649,732996.9935,592341.0912,544579.3618,565033.9946,563736.0657,744649.6277,792887.8023,783105.3876,773811.869,785820.8023,703081.3529,527804.4449,478192.953,NA,820416.127,629680.5969,NA,295669.5406,637654.6984,767415.6442,839343.3237,1110047.31,542855.7117,911799.2018,667195.3174,669308.3081,NA,661283.1085,594509.4208,NA,202996.5387,1215085.092,291403.1806,791824.4899,NA,510688.3545,1049642.524,903029.0123,1149476.262,NA,1127446.577,963815.1357,674432.5937,757154.026,NA,368227.7776,502581.1454,412481.0075,955069.5582,555440.968,915102.3566,14263.0432,NA,164209.9354,NA,257685.3159,NA,479968.1306,NA,419271.353,952039.7168,304281.2388,NA,866916.2683,NA,NA,NA,514219.1982,494354.9611,854412.067,NA,NA,NA,390262.0352,355221.0406,650817.6355,812713.6332,826092.558,602233.5391,334141.3683,575225.1581,NA,NA,NA,NA,NA,896042.8412,234122.0634,471480.582,490262.2932,NA,781998.242,833953.3875,634532.2419,386639.448,610162.3011,846224.1265,678554.2421,NA,397412.8374,NA,628298.8672,903620.6467,441830.666,NA,523235.7511,980435.8492,227679.0712,302661.5455,315799.1801,1116549.059,NA,883527.3438,366979.6639,NA,NA,1059325.884,NA,896872.4944,NA,995866.1437,597425.9812,853017.1985,550744.2902,783908.9121,385612.4513,396885.2758,755147.9175,919311.8397,593701.4528,NA,581461.3398,1313022.984,NA,NA,777645.0005,NA,1189435.606,NA,569554.4916,NA,NA,1048454.007,NA,514057.7033,1190102.653,913222.3372,NA,510340.1997,606990.2123,NA,NA,1215998.148,NA,1193218.993,556957.3536,NA,991522.3189,NA,NA,653103.3943,NA,371938.1736,NA,597336.3351,984921.8924,NA,1339123.727,452296.1458,NA,1106588.648,758646.911,517962.4368,1137910.576,723584.0017,875245.8827,509690.9567,1194524.332,NA,NA,648546.3579,NA,387967.3211,NA,674594.9333,642410.7976,807678.2596,367655.1316,811473.7305,NA,585365.4407,577429.966,NA,NA,861546.5654,589538.7453,523084.5532,192205.8113,NA,NA,801563.8754,299878.9264,627946.6741,849890.1372,353934.4669
"M543T391",543.3249999,391.079,636058.8441,615349.1846,536799.0833,508568.9879,517940.15,494221.881,573738.802,481833.8778,504797.8113,509025.4507,555940.263,504461.7268,483409.82,523340.7979,540473.8559,578768.1641,548851.2353,495904.8478,443226.7902,454158.9766,522225.147,463747.763,485285.59,489611.4264,513378.8282,540438.3501,556909.4428,613945.8854,658901.4457,558953.782,560049.0395,599100.039,527151.1697,548292.1419,568230.6876,568662.1642,638373.2742,638664.6379,637050.0753,506854.2434,589315.7631,584823.4599,564165.9224,503119.8281,409824.4623,593983.633,617913.6832,672412.7684,579767.5388,663569.0589,548906.8755,617002.683,577401.53,527623.9347,621287.6293,579167.8037,467059.4631,572021.7922,60244.29188,527042.854,493229.4794,544253.566,458167.007,565044.7583,579776.5963,535721.2033,468082.8137,494578.7243,582476.7246,531178.1486,613139.8091,894251.0035,637865.4421,498715.0889,542240.6408,581362.9972,539339.861,565541.3552,577026.1101,654418.9048,11690.65373,708288.1345,554744.4304,539413.0951,603750.7996,719319.951,589046.9515,557897.221,616112.428,644943.2646,654760.6172,607839.0436,599981.7912,590269.0702,569171.9964,624549.2014,545316.1802,656478.1151,583734.0835,360445.1141,998380.1611,589659.1589,713419.5626,515358.3554,575394.8813,623078.6845,373224.8181,625237.7186,303275.0936,1868033.567,601167.8952,608187.8129,624873.5813,604631.6611,553707.5933,576468.5048,526864.8872,617516.7514,597181.7866,494133.3259,610401.6328,659283.2727,546597.5136,630840.8556,602559.2636,589651.1896,601177.7552,581497.616,491980.7182,611672.7419,554444.0017,571122.3885,501841.2184,654255.1496,605567.8853,623577.7248,622401.7014,509409.7631,579992.0468,666879.8019,575725.9224,773880.8988,565392.1424,558468.4547,417444.3173,574963.6135,538979.9696,325931.4045,561264.1879,510476.4071,531165.8326,485352.6136,529267.1138,542855.7497,541940.6685,524054.6672,535788.7722,556111.7579,549652.2921,581912.9687,486965.7686,544456.756,538482.9165,536911.4976,481706.2803,535682.2058,505220.9039,1061661.18,854747.68,500095.5196,548074.5366,532298.1888,477010.2128,536188.1286,455389.2586,532876.3096,518332.059,563899.6662,562619.5458,521844.852,539346.1154,460956.5907,552804.9998,666417.4974,487142.3033,527431.1248,533387.9825,567273.5186,517587.5048,547454.4613,568627.7203,463487.6023,447233.0941,547746.4949,584822.478,525899.3965,492056.2695,567334.041,540222.5414,416436.9682,562872.9415,623392.383,684590.6155,549411.1254,572312.3816,574976.3485,545493.7716,597869.2508,329286.6644,532686.3511,598062.7683,586367.9143,586734.4703,970622.4729,503341.621,548551.1886,303402.1334
"M544T240_2",543.9881636,239.756,584075.8126,573292.2832,427128.5925,441516.5766,442790.8565,495566.0919,508191.5936,463834.1689,477506.8521,482209.9066,460869.8559,456544.6445,589069.5705,476249.088,462146.9791,477716.1269,465909.05,587879.0096,624297.3408,606975.9728,629623.2869,623575.6496,567878.747,458918.3938,419536.5276,NA,718913.2559,549797.1541,NA,264256.0407,550706.8812,674596.4166,722064.9356,928764.4467,473175.4246,769922.1748,568628.6454,577657.4581,NA,563876.0752,498285.8086,NA,175366.3829,976384.34,246069.1459,697454.143,NA,402357.8925,844542.1917,725507.144,938016.9862,NA,918284.5972,785163.7679,549696.1596,603407.7985,NA,303002.9949,399754.009,331502.2297,764690.2964,448060.0746,744116.5043,12567.64504,NA,137732.0685,NA,215496.9199,NA,403055.5406,NA,350860.4857,789141.5832,238106.5828,NA,718301.6348,NA,NA,NA,423265.7949,397088.5443,706654.4781,NA,NA,NA,318381.2112,295459.5713,525902.9955,661441.38,658712.5515,507840.8814,280401.7737,479499.4758,NA,NA,NA,NA,NA,743786.5556,196065.6961,400174.9652,411237.9436,NA,618109.4063,701386.9731,531190.2177,328306.4848,500049.8658,708066.826,560770.4804,NA,328428.0434,NA,510207.3739,734105.9057,366363.9528,NA,438529.8172,798755.3043,194442.8696,249837.128,254091.515,877387.8621,NA,728426.7662,307745.2591,NA,NA,863352.2679,NA,742686.8339,NA,798456.2017,492277.8373,698499.3383,455691.1755,640939.9066,324797.2615,323538.9451,607326.4196,730890.7066,464069.16,NA,468054.8051,1008224.503,NA,NA,627609.3347,NA,947432.0227,NA,451677.3568,NA,NA,840283.9975,NA,402017.7057,972655.9757,723784.6751,NA,384088.5668,470559.4713,NA,NA,949178.5019,NA,947999.733,458425.3436,NA,781992.5688,NA,NA,525434.9728,NA,287075.2944,NA,472310.7258,821085.2166,NA,1040046.834,345989.7327,NA,874461.4627,600372.3389,407874.6749,910908.68,584669.9929,713916.0802,399834.6194,955791.9782,NA,NA,526041.0785,NA,335386.1459,NA,605228.0354,524370.0387,705439.2221,319239.157,689431.7387,NA,512576.8581,504374.101,NA,NA,766670.8947,479830.44,453174.9939,175493.0052,NA,NA,681543.6446,256060.1206,531444.2901,760237.2739,313500.6644
"M544T399",544.3392751,399.095,5403907.337,7596824.474,8391372.221,8401526.35,8686748.599,6946138.032,5425798.881,7600325.827,7888366.556,5519245.782,7796483.432,7951621.35,5483328.891,5632171.315,8422191.023,8318004.316,8425947.028,8010911.445,7264944.782,7342060.592,7150332.038,7810064.665,7519666.138,8106995.731,8102565.279,10757194.19,10993573.67,5940801.815,9027443.814,11190412.26,6976520.07,14007634.21,8355499.501,10751833.91,9444054.892,7636277.066,8964685.746,6177842.653,5707792.261,8320833.342,10524116.15,6849674.318,6166037.699,8312550.315,5625208.85,10482743.76,8661513.793,6848106.067,5365509.624,5667205.648,12565258.8,5066496.299,10401498.03,9561389.75,6195359.157,4698515.459,7403064.868,5896316.804,6730784.097,7231656.371,6218009.913,9460384.178,11029484.97,18170054.1,5981033.404,7194928.297,6609983.277,3403290.903,5750557.469,6471841.959,6859179.873,6496958.653,7539194.506,7413167.445,7258025.051,4385687.422,7359793.044,10948571.24,8800411.968,5025383.652,5517195.518,3435114.655,9962760.092,19634397.68,7795466.223,3633053.487,6129442.8,16044311.1,4187096.097,6160009.701,6782805.033,7084143.34,6740536.904,5080859.284,9170451.01,5021949.898,5801374.16,17806614.12,8186019.059,5390426.063,2870938.161,7244376.457,3348592.368,10295476.02,10499163.96,9099371.594,7748447.634,7633859.021,10290586.27,9181406.386,7838416.452,4595784.842,4375421.697,5157132.14,9588960.091,10009302.92,8524639.717,13943696.61,6256183.943,10244063.26,6805308.411,7525793.236,8347334.057,5546176.857,10249714.72,6210052.075,9265472.347,8664576.244,9692846.158,17140061.17,7369597.699,11644236.25,8340489.773,6891343.188,6843885.799,7618601.714,6606043.196,7611189.539,6318892.792,5187200.896,9035751.776,7643002.112,22866842.18,9403968.318,8932010.208,10302964.55,19408276.72,5600095.489,9413843.259,18460408.77,9457739.922,8619919.686,11889910.37,8293767.977,8455916.395,16113363.91,8453163.276,8592465.29,9974269.361,8386363.668,6494952.889,8298417.92,11353966.14,9301945.212,17674102.24,10690895.99,13126258.46,6435718.692,9202008.448,15934676.13,8812634.024,19154682.3,8282795.686,11215766.91,12645886.96,17342305.46,10132955.06,7495934.904,8279979.531,12811442.36,8467434.155,19594951.96,7174218.823,4966708.082,8285662.462,19839051.21,9437136.619,9331673.022,10939857.84,12702233.12,10111088.71,11997780.62,7970850.058,10365251.27,4454513.879,8803945.899,9883929.874,12459816.05,7279972.799,6148667.693,5489123.978,10157437.54,7438258.747,8068562.289,12974484.05,8458568.401,8671376.47,8247886.28,3763557.118,9665901.563,10870292.05,9336385.672,16018458.58,2960140.22,8899529.605,12956408.7,5163047.958
"M544T427",544.3366512,426.809,3371690.869,3011521.806,3023422.14,3052894.523,3004862.588,3022615.42,4121113.836,3871315.31,2899496.928,4047299.757,2922172.104,2863567.889,2985739.898,2987698.288,3095306.929,3086876.336,3222232.875,3076266.697,2660248.805,2721608.055,2691845.709,2727680.542,2963158.901,2966829.972,2861379.776,3524741.179,2762545.559,2944171.31,5592935.489,4483130.68,3000872.569,NA,2876780.104,4993372.518,3348250.079,3657874.961,5633829.221,3377132.072,3123362.105,2530760.37,3040823.341,3500714.235,2689721.953,4803180.124,2412106.53,5617250.409,4071023.798,5672554.864,3512541.557,3713528.203,5866110.02,3612342.071,5146837.788,3025871.516,2975674.282,2772403.063,3174480.517,3111498.86,4134911.386,2850606.421,2657235.73,3313236.695,3520445.739,NA,3270436.012,2612839.835,3231493.65,2744740.985,5178190.929,3273106.658,5398152.162,4118698.859,3186665.016,2876896.902,3160685.113,3158506.218,3304169.091,3227974.391,3497551.535,3287360.174,3306875.929,2875770.76,3474981.75,NA,5480999.321,2682618.718,2967057.494,NA,2875125.204,5664272.263,3693531.032,4921609.853,2447864.094,5416598.762,3038467.303,3262726.948,3255415.257,NA,3445005.527,2431090.255,2505348.81,4263072.129,3499680.093,4511256.847,3088038.921,3393611.658,4124241.192,3650306.95,3414141.74,2884728.313,3000008.033,3241569.877,4621493.991,2846600.644,2916126.806,3758826.092,3762475.432,NA,2938551.538,3156898.908,2778270.238,3502966.499,4831306.008,3297253.922,3448642.871,3521375.165,3809980.809,3386655.502,2457604.27,NA,2754092.904,3436521.738,3096457.894,3563397.982,3526895.252,3744115.504,2948984.844,2753586.146,2867189.796,4486515.333,3103401.078,3319838.553,NA,4506985.556,2038396.597,5607282.843,NA,2200485.843,3360488.122,NA,5671445.097,3755816.375,3209701.034,3268303.439,3032400.609,NA,4874952.612,5027008.744,5094573.111,5502037.282,2623066.066,2806214.794,3168366.629,3257340.576,NA,4440968.547,4093903.108,3869284.387,5299353.907,NA,4924740.196,NA,2540749.669,2958603.357,2686956.995,NA,2841047.242,4644279.014,3346998.786,2861473.205,5087079.267,NA,2762779.521,4783236.852,4776098.942,NA,NA,3547146.488,3079291.255,4532643.429,5111532.106,3195019.905,2752863.011,3634772.131,3341455.078,3268462.036,2909634.41,3809292.621,2965125.548,2847928.745,2642425.566,3466201.524,3519218.327,5422851.178,3566367.181,3116915.49,3236657.291,3345700.969,2382195.877,3176852.872,476551.437,3737438.544,NA,2542257.843,3217323.069,5291161.16,1888456.845
"M545T399",545.3425066,399.095,1633624.715,2260418.543,2526018.596,2532638.253,2616529.577,2096313.483,1650111.343,2270145.019,2367443.608,1662272.785,2321396.481,2366656.031,1659429.926,1704541.089,2513504.042,2479751.68,2506116.792,2415222.875,2193364.517,2197927.23,2146334.048,2359797.375,2265470.184,2433106.031,2442025.486,3290728.385,3377511.47,1744319.394,2712482.382,3426830.018,2098173.019,1768274.773,3945890.925,3463821.488,2868372.401,2280992.698,2706239.351,1963997.858,2059942.711,2508062.973,3207155.316,4539510.642,1820775.094,5540041.435,1686383.551,3203513.318,2635224.611,2027410.945,1635675.764,1871859.538,3943963.649,1524966.906,3163856.739,4312447.967,1927477.454,1382146.694,2239910.468,1797008.484,2643755.689,2168740.25,1883916.115,2858664.018,3395336.587,2490431.94,1806169.359,2157314.769,2025746.432,1003370.898,1739911.704,1922079.09,2098510.565,1993556.603,2226771.883,4768106.987,2171900.462,1306715.228,2263135.995,3340334.353,2655465.502,1512648.971,1794115.671,1011529.465,3022040.209,2912708.385,3259979.181,1119333.535,2387233.383,2203747.736,1292023.643,1842765.947,2000636.945,2231363.516,1982545.135,1465557.007,2744918.828,1508335.819,2155092.397,2248588.812,2424082.726,1591729.859,819547.1225,2143491.257,1024681.487,3366996.305,3172828.357,1867517.357,2305544.563,2273101.453,3107043.152,2767658.097,2310218.636,1397160.522,1259252.222,1545527.608,2881214.474,3005587.944,2551683.122,4060517.022,1832384.754,3088264.729,2016938.912,2285118.012,2628759.056,1667150.009,3081930.466,1854292.013,2787160.934,2587425.88,2917675.375,2328609.374,2195485.313,3533365.118,5363925.953,2017795.88,2003164.796,2338689.286,1927350.444,2250032.155,1925692.87,1693285.723,2936299.335,3735751.871,3417584.944,2826423.092,2678407.401,6533276.853,5864719.971,1703362.791,2843789.268,3243678.404,3067485.186,3620732.175,3668686.014,5280935.992,2648637.673,3460916.108,2630121.373,2700089.222,3152215.1,5890765.308,3896215.941,3916348.348,3497688.611,2996830.548,3039062.152,3276194.97,4093148.488,1958514.685,2916857.847,2465123.052,5794152.913,2715482.573,3486633.358,3427657.783,3928000.605,2666227.15,3078571.364,2322791.974,2607538.797,3991967.904,2674304.062,4764603.394,4550888.59,1496786.245,2646209.701,2975002.849,2946930.598,2983955.008,3501264.62,3926869.596,3325064.947,3733634.48,2413580.143,3191716.937,1326704.162,2672696.979,3007109.281,4178336.669,4585190.171,1838237.835,1661347.369,3089307.996,2212080.973,2490576.208,4021353.887,2548227.007,4153809.494,2603723.096,1128321.376,2909607.028,3322086.543,2847331.94,4742508.743,872076.4106,2842651.565,4003162.184,1502369.612
"M545T427",545.3406271,426.809,913747.5409,815896.5507,826076.7166,822837.8639,816638.8301,847190.7809,1111654.264,776505.9864,809167.8856,792465.2872,814006.4209,787304.7352,823964.2823,834838.6518,846872.8396,1187561.89,873322.667,1135706.688,976271.674,1017843.614,744713.5401,745313.7479,805343.1206,802815.8184,783513.0962,964762.0487,NA,803066.3837,1521366.688,1234173.246,823952.0188,1334967.009,791831.1259,923000.9678,917128.2165,1388419.821,1536708.664,912530.0022,846059.081,925297.3733,824902.3528,NA,724230.0198,NA,NA,1545362.585,1120712.205,1580043.243,NA,1035661.823,1620709.583,994145.7676,1411842.069,825623.3411,817107.5253,NA,868588.518,845719.1898,1138205.116,783992.4877,728674.7666,908624.2707,966460.5922,987070.267,893944.9095,727695.1259,887005.8161,NA,992670.8529,904569.1622,1501257.466,1135220.531,881395.4165,NA,883425.9617,864808.7421,910190.8176,887650.8207,942836.8833,904797.3516,910571.9757,1048610.861,953051.0537,908115.475,1024674.712,739466.0199,811262.4081,862448.215,1113460.533,1544891.28,1470757.703,947086.5202,941145.2364,1453264.135,837797.2424,905078.8481,900890.2284,1064191.678,950312.006,658021.5038,NA,847082.7913,941221.4862,1220025.266,852311.8252,932913.1048,NA,1006810.581,944353.1236,794749.2783,825951.1591,1296406.728,942088.096,786790.0087,802867.5208,1472601.959,1041671.646,NA,814674.2197,NA,753158.1143,954488.5752,1317357.165,908915.9787,960484.4516,980847.9088,1051537.696,935327.0366,679542.7169,951529.697,762810.7559,944192.0683,NA,992695.9994,960636.5556,1029900.485,808468.1052,NA,795492.3747,871163.4359,836820.7201,897420.739,1461460.713,389889.9612,558276.7243,NA,NA,NA,902514.7198,NA,1549717.857,1019933.476,875627.0811,NA,840089.2892,1310209.269,1335535.953,1390229.315,1400128.431,NA,NA,1054364.37,866910.3582,898910.2705,783699.4868,1218523.921,1129418.993,NA,1454393.782,703179.6167,NA,948928.3224,NA,809607.1948,NA,1236867.549,327985.2323,1283575.587,914485.4584,786845.9913,1393556.719,848644.7767,NA,1299448.465,1249959.057,860709.7993,1277254.303,953963.4303,842815.459,1254898.208,1400913.295,851287.7801,NA,985061.8605,920398.9763,882300.9312,1080064.088,1019499.089,NA,563509.9788,722913.5164,946579.2022,951324.6027,1459019.909,964097.8661,848590.7283,1298653.836,910990.6347,NA,866044.8775,1401833.316,1403217.33,NA,NA,1309640.396,1439527.736,NA
"M545T409",545.3656778,409.191,527081.7334,503357.9872,508179.9789,520709.4194,495682.8026,492942.6512,494585.0425,481984.2824,502381.9429,479746.2436,504238.4625,502891.2641,NA,508161.6033,513113.1564,506088.2202,515126.5621,524223.2653,490322.116,495986.2315,481610.5446,NA,514359.9166,484708.2772,507601.4509,NA,1791181.447,1468318.591,NA,302575.2184,1248625.94,1254342.374,1437976.182,828173.7932,963935.1321,1333920.563,635976.5852,787849.3936,NA,860326.3388,888185.3379,NA,393579.7071,995992.619,NA,650755.1416,NA,890667.0558,1605582.871,1009994.634,1394562.904,NA,1012059.167,542879.4406,971672.4062,1021080.672,NA,475438.6147,359991.1175,547091.9451,946342.926,778880.2826,724482.9625,NA,NA,316929.7442,NA,489050.3604,NA,544545.2273,NA,402988.3874,1725141.542,NA,NA,638438.7961,NA,NA,NA,924253.5244,734941.2871,1271042.818,NA,NA,NA,344080.3035,607131.0159,604830.0368,1423881.306,880950.3971,637389.838,378553.0839,827441.649,NA,NA,NA,NA,NA,1154663.263,429963.8143,517438.2112,745529.2161,NA,913185.6136,895954.2325,783340.9556,538061.8501,883376.2987,1410580.298,623268.8402,NA,583102.3817,NA,541091.9248,1528016.817,292010.5392,NA,636686.8829,957163.5698,450368.2748,NA,372769.4364,773617.8577,NA,1144915.074,510136.6628,NA,NA,2203923.331,NA,1246781.231,NA,1505799.452,665999.0142,630181.0568,698706.3203,902168.1256,NA,597013.4632,1018221.929,800706.1624,448001.476,NA,620892.4657,1582938.861,NA,NA,471001.2235,NA,789822.1147,NA,515992.4256,NA,NA,881638.652,NA,646718.0322,1461869.084,481295.1223,NA,599252.3251,663671.2652,NA,NA,995159.8619,NA,891152.9623,562145.2668,NA,1230350.555,NA,NA,573196.2883,NA,603086.2134,NA,607546.705,938351.1351,NA,1164857.394,346110.1535,NA,1345895.641,822181.1576,688988.1296,1002343.601,788014.1512,678389.7637,523576.7046,942852.7099,NA,NA,991061.3493,NA,569068.3297,NA,542076.3824,658056.0945,1228894.664,482985.0717,2034657.506,NA,775703.2065,413163.8627,NA,NA,713567.963,685734.0478,520046.9794,399148.6268,NA,NA,892753.6496,NA,890622.4878,778199.8216,NA
"M546T466",546.3523846,465.791,3877650.116,3342373.265,3155409.741,3119501.63,3033829.537,2441725.961,2199521.871,2934827.194,2947141.27,2836040.864,2952180.465,2910170.174,3287573.255,2903557.661,2979684.23,3073598.108,3133174.121,3446318.593,2781828.501,2833976.981,2731994.328,2679409.298,3206178.6,2952367.155,2886587.647,3944069.085,3222431.88,3441690.183,3150610.126,3503203.943,3294251.29,3341460.258,3108607.535,3275335.574,3833029.801,2739583.394,3393481.752,2482266.165,3108668.24,2602416.353,2865535.389,3803076.369,2658457.533,2396911.409,3616753.45,2958447.183,4437576.378,4454951.559,3477043.856,3927530.274,3861759.385,3742952.032,2717218.569,2790910.736,2703837.098,1968081.697,3350147.188,2795801.896,3060753.332,2847278.463,2349146.026,2583031.354,2563249.694,2978796.027,3404380.142,2730522.259,2999670.628,2926497.924,2345633.047,2532556.252,3403565.971,3392794.998,3240373.261,3110941.997,2860217.98,3290943.139,3586748.08,3202889.526,2354886.444,3460116.965,3487313.656,2748846.303,2127422.703,3390482.536,3616265.861,2667250.867,2485703.068,2815087.511,2728858.89,3492683.802,3584101.627,3229319.391,2768534.69,3858309.611,3285283.203,3698542.785,2380005.45,2814643.81,2912483.292,3424907.978,2155754.021,2800228.639,3455598.777,3081612.747,2989636.775,3731021.8,3080119.234,3340027.958,2562564.911,3109988.619,3123312.33,2231726.95,3415663.521,2710463.478,3086916.006,2967832.476,3237380.898,2231330.237,2833411.839,3200009.204,3220193.121,3546162.436,2122400.163,3445969.305,2462764.035,3800546.502,2894128.239,3879612.985,2274883.743,2454903.575,2768765.234,2362350.377,2197997.786,2669109.129,2729153.545,2776942.541,2970995.38,3023023.645,3030355.647,2919681.327,3405044.179,3866740.439,2761804.22,2492853.939,2372609.97,3879429.331,2642824.991,2574227.589,3680676.189,2294638.379,2770446.815,2937643.629,2364807.875,3530938.133,3041651.895,2680558.416,2620704.359,2776325.134,2941381.638,3273990.11,2206478.527,2978215.227,2089568.208,2276825.814,1918236.304,2833994.931,2205303.475,2644274.045,2494463.485,2585896.044,4041656.038,2285388.435,2085433.807,3399731.215,3208550.827,2924563.535,2425784.599,2117712.074,2457283.932,2081002.789,2419752.853,2361323.618,2434008.434,2462939.433,2606367.253,2221848.88,2023083.401,3699624.849,3579383.86,3323897.873,2815566.867,3456294.046,2862733.092,4040669.971,3594268.928,2371911.085,3116704.837,3488273.549,2134860.487,3061532.718,2701875.036,3073109.617,3031675.359,2853873.52,2863940.843,2453177.53,2326113.832,3315401.422,2218506.473,3218284.434,3211196.628,3663432.521,2563327.247,2167095.873,2190077.552,2423323.867,2929923.749
"M546T408",546.3548085,407.701,421959.3838,411818.56,495127.0009,500546.0977,507689.2047,372976.0436,420032.4546,416293.9111,1122355.608,692623.6031,444756.79,740654.3699,1107192.023,474784.5833,824938.0207,417555.242,1315355.76,1161662.398,432306.4064,700559.7745,416208.9974,1198385.525,442947.7523,488372.8441,802863.2978,847050.4767,1007085.419,323491.5094,NA,793565.1195,908380.4115,173971.864,1011948.025,1521376.991,935421.8891,933525.3542,506491.1327,705541.7572,903649.5886,490446.4303,828691.1731,586359.1098,1181235.828,490070.1346,457793.7823,592488.3018,695069.629,373444.3999,300740.2978,466913.1852,736845.4947,1809547.369,NA,1718349.683,711962.9965,374923.7509,1137439.926,1199116.985,903468.4747,672304.5057,772797.2705,NA,681731.8676,2638829.033,339135.5287,415524.097,957642.7882,289452.5618,732391.8034,341267.4598,317049.9544,451985.6762,697905.0782,1860251.261,880336.8574,NA,423629.5044,629058.0422,1643224.483,808381.1386,381010.5096,NA,822870.0202,743687.0445,1214794.516,520820.0995,466248.9828,635948.7854,212784.1417,345704.9615,498996.4628,562925.2381,1215998.066,684592.6126,1217257.575,948136.8688,596940.6027,650142.0549,1561755.449,658443.4289,399650.992,1028445.2,468099.8361,940687.8845,1157624.863,459615.338,431015.3042,618943.1803,575990.4441,516872.329,599588.4526,819624.0199,417381.5518,613624.9964,526306.076,939169.2119,592453.4162,783648.5188,NA,869856.8125,561853.018,662527.0827,888471.3485,1254766.738,636702.305,347839.2448,612462.2192,660711.0093,687841.4895,641751.9166,NA,671147.2564,1268578.808,514041.6657,1017452.126,2278923.934,365729.4536,446209.7196,644295.3313,303863.0685,724730.907,2204767.85,2829609.377,787694.7841,1259325.238,3438832.888,1677588.364,1107736.497,570749.5127,2253192.461,570109.9005,851953.7259,1674645.912,809526.4977,1455227.666,1169627.61,1563408.64,2597760.876,885050.456,1995259.027,794641.4589,2606607.937,1797454.591,2303965.595,2296002.125,1672256.355,759730.8167,522748.5847,2758072.635,2275226.325,2494083.143,1428958.423,639027.8485,2680670.782,1365475.603,2233045.253,1815094.124,886378.4652,2218598.076,713713.976,861668.4574,968881.7511,790292.8288,1013809.463,2493648.333,1078559.71,1960574.035,2045746.79,991121.2097,2384541.117,620755.5083,878332.6863,522593.9359,786452.4558,665177.4901,449929.3155,460166.6493,880037.1198,1555174.64,369574.6873,305201.5139,578108.92,761783.0322,1882502.73,746147.7569,1439337.652,1308501.336,2186595.534,439007.3912,562633.3871,1514565.621,535654.318,857826.9108,378828.3788,779125.506,1230969.987,283117.9037
